Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:3	klj6		rc://*/ta/man/translate/figs-rquestion	Why should not my face be unpleasant	1	Nehemiah is making a statement, not asking a question. He does not expect the king to give him reasons why he should not be sad. Instead, he is using the question form for emphasis. If it would be helpful in your language, you could translate this as a statement. Alternate translation: “I am sorry, but I cannot help being sad”
2:3	a45b		rc://*/ta/man/translate/figs-synecdoche	Why should not my face be unpleasant	1	Nehemiah refers to himself by one part of him, his **face**, because the face shows one’s emotions. Alternate translation: “I have very good reasons to be sad”
2:3	a47b		rc://*/ta/man/translate/figs-idiom	Why should not my face be unpleasant	1	Here, **unpleasant** refers to a person looking sad or upset. Alternate translation: “I have very good reasons to be sad”
2:3	a49b		rc://*/ta/man/translate/figs-explicit	the city, & is desolate	1	**The city** means Jerusalem. If it would be helpful in your language, you could say this explicitly. Alternate translation: “the city of Jerusalem … lies in ruins”
2:3	ehz3		rc://*/ta/man/translate/figs-metaphor	the house of the graves of my fathers	1	Here, **house** is a figurative way of referring to a place. Alternate translation: “the place where my ancestors are buried”
2:3	a51b		rc://*/ta/man/translate/figs-metonymy	the house of the graves of my fathers	1	Here, **fathers** means **ancestors.** Alternate translation: “the place where my ancestors are buried”
2:3	g7f4		rc://*/ta/man/translate/figs-activepassive	and its gates have been consumed by fire	1	If it would be helpful in your language, you could say this with an active form. Alternate translation: “fire has destroyed its gates” or “our enemies have burned its gates”
2:4	a53b			For what is this you are seeking	1	Alternate translation: “What do you want me to do for you”
2:4	a55b		rc://*/ta/man/translate/figs-explicit	And I prayed	1	The implication is that Nehemiah prayed to God before he answered the king. If it would be helpful in your language, you could say this explicitly. Alternate translation: “Before I answered him, I prayed”
2:4	a57b			the God of heaven	1	Alternate translation: “the God who is in heaven”
2:5	uv1p			And I said to the king	1	Alternate translation: “Then I replied to the king”
2:5	a59b		rc://*/ta/man/translate/figs-idiom	If it is good to the king	1	This is an idiom that means, “If it seems good in your judgment”
2:5	a61b		rc://*/ta/man/translate/figs-123person	If it is good to the king	1	Nehemiah speaks to the king in third person as a form of respect. Alternate translation: “If it seems good in your judgment”
2:5	ae4b		rc://*/ta/man/translate/figs-synecdoche	and if your servant is good before your face	1	Here, **face** could be referring to the king himself by naming one part of him. What he thought and felt about Nehemiah’s request would become evident in his face first, so that would be an appropriate part of him to use to represent all of him. Another possibility is that **face** means the presence of a person. Alternate translation: “if you are pleased with me” or “as I stand here before you”
2:5	u2zy		rc://*/ta/man/translate/figs-123person	and if your servant is good before your face	1	Nehemiah refers to himself as **your servant** to show his submission to the king.
2:5	a63b		rc://*/ta/man/translate/figs-idiom	that you would send me to Judah	1	Nehemiah is really asking for permission to go, rather than asking the king to send him. But as a sign of respect, he speaks as if the king would be taking the initiative. Alternate translation: “please allow me to go to Judah”
2:5	df8l			the city of the graves of my fathers	1	This is similar to [2:3](../02/03.md). Alternate translation: “the city where my ancestors are buried”
2:5	l6nj		rc://*/ta/man/translate/figs-synecdoche	and I will build it	1	Nehemiah does not plan to do all of the building himself, but he will be the leader of the work. Alternate translation: “that I and my people may rebuild it”
2:6	a67b		rc://*/ta/man/translate/figs-explicit	with the queen sitting beside him	1	This detail indicates that this was a private meal, since the queen probably did not attend public banquets with the king. The implication is that the private meal gave Nehemiah the opportunity to speak freely. If it would be helpful in your language, you could say this explicitly. See UST. Alternate translation: “This was a private meal, with the queen sitting next to the king”
2:6	a69b		rc://*/ta/man/translate/figs-parallelism	Until when will be your journey? And when will you return	1	These two phrases mean the same thing. The king says the same thing twice, in slightly different ways, to show that he is genuinely interested in Nehemiah’s situation. You do not need to repeat both phrases in your translation if that would be confusing for your readers. Alternate translation: “How long would you be away?”
2:6	a71b		rc://*/ta/man/translate/figs-explicit	And it was good before the face of the king, and he sent me	1	The implication is that Nehemiah told the king how long he would need to be away. If it would be helpful in your language, you could say this explicitly. Alternate translation: “I told him how long I would be gone. That was acceptable to him, and he gave me permission to go”
2:6	a73b		rc://*/ta/man/translate/figs-idiom	And it was good	1	As in verse 5, this is an idiom that means, “If it seems like a good idea to you.” Alternate translation: “That was acceptable”
2:6	a75b		rc://*/ta/man/translate/figs-synecdoche	before the face of the king	1	Nehemiah refers to the king by one part of him, his **face**, likely because the face shows one’s emotions. Alternate translation: “to him”
2:6	a77b			and he sent me	1	As in [2:5](../02/05.md), Nehemiah was really asking for permission to go, rather than asking the king to send him. But as a sign of respect, he speaks as if the king took the initiative. Alternate translation: “he gave me permission to go”
