Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:19	t5pf		rc://*/ta/man/translate/figs-explicit	of John	1	Here, John refers to Jesus’ cousin, often referred to as “John the Baptist.” (See: rc://*/tw/dict/bible/names/johnthebaptist) It does not refer to the apostle John, who wrote this Gospel. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “of John the Baptist” or “of John the Immerser”
1:19	e1dz		rc://*/ta/man/translate/figs-synecdoche	the Jews sent	1	Here, **the Jews** refers to the “Jewish leaders.” If this might confuse your readers, you could express the meaning plainly. Alternate translation: “the Jewish leaders sent”
1:20	b7zz			he confessed—and he did not deny, but confessed	1	The phrase “he confessed” expresses in positive terms the same thing that **he did not deny** expresses in negative terms. This emphasizes that John was telling the truth and was strongly stating that he was not the Christ. Your language may have a different way of doing this. Alternate translation: “he strongly confessed” or “he solemnly testified”
1:21	f926		rc://*/ta/man/translate/writing-pronouns	they asked	1	Here, **they** refers to “the Jews,” mentioned in the previous verse. If it would be helpful in your language, you could state it explicitly. Alternate translation: “the Jews asked”
1:21	iv9d			What then	1	Alternate translation: “If you are not the Messiah, then who are you?”
1:21	vk6r			Elijah	1	**Elijah** was a prophet whom the Jews expected to return to earth shortly become the arrival of the Messiah.
1:21	h2dv		rc://*/ta/man/translate/figs-pastforfuture	he says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
1:21	nhx9		rc://*/ta/man/translate/figs-explicit	the Prophet	1	Here, **the Prophet** refers to a prophet the Jews were waiting for, based on God’s promise to send a prophet like Moses, which is recorded in Deuteronomy 18:15. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “the prophet whom God promised to send to us”
1:22	t8ib		rc://*/ta/man/translate/writing-pronouns	they said to him	1	Here, the pronouns **they** and **him** refer to the priests and Levites and John the Baptist, respectively. If it would be helpful in your language, you could state this explicitly. Alternate translation: “the priests and Levites said to John the Baptist”
1:22	wbd9		rc://*/ta/man/translate/figs-ellipsis	Who are you, so that we might give an answer to the ones having sent us? What	1	John is leaving out some of the words that a sentence would need in many languages in order to be complete. If it would be helpful in your language, you could supply these words from the context. This may require you to change the punctuation of the sentences. Alternate translation: “Who are you? Tell us so that we might given an answer to those who sent us. What”
1:22	x8wz		rc://*/ta/man/translate/figs-exclusive	we might give & us	1	Here, **we** and **us** refer to the priests and Levites, not to John. Your language may require you to mark this form.
1:22	fmc8			so that we might give an answer	1	Alternate translation: “so that we might tell your answer”
1:22	sa3t		rc://*/ta/man/translate/figs-explicit	to the ones having sent us	1	This phrase refers to the Jewish leaders in Jerusalem. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “to those leaders in Jerusalem who sent us”
1:23	x314		rc://*/ta/man/translate/figs-quotemarks	"a voice, crying out in the wilderness:
Make the way of the Lord straight"	1	In these phrases, John quotes from the Old Testament book of Isaiah ([Isaiah 40:3](../../isa/40/03.md)). It may be helpful to your readers to indicate this by setting off all of this material with quotation marks or with whatever other punctuation or convention your language uses to indicate a quotation.
1:23	baa5		rc://*/ta/man/translate/figs-metonymy	I am a voice, crying out in the wilderness	1	Here, **voice** refers to the person who is crying out in the wilderness. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “I am the one calling out in the wilderness”
1:23	p7kc		rc://*/ta/man/translate/figs-quotesinquotes	"I am a voice, crying out in the wilderness:
Make the way of the Lord straight"	1	This clause is a quotation within a quotation. John is quoting from the book of Isaiah, and Isaiah is quoting the words of the person calling out in the wilderness. It would be best to indicate that by punctuating this material as a second-level quotation, since Luke is quoting from Scripture. However, if your language does not put one direct quotation within another, you could translate this material as an indirect quotation. Alternate translation: “I am a voice crying out in the wilderness to make the way of the Lord straight”
