Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
1:23	l033		rc://*/ta/man/translate/figs-idiom	αἱ ἡμέραι τῆς λειτουργίας αὐτοῦ	the days of his priestly service	1	Here, Luke uses the term **days** to refer to a particular time. Alternate translation: “his time of service at the temple”
1:23	sa5y		rc://*/ta/man/translate/figs-explicit	ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ	he went away to his home	1	This expression indicates implicitly that Zechariah did not live in Jerusalem, where the temple was located. Luke indicates in [1:39](../01/39.md) that Zechariah and Elizabeth lived instead in a city in the hill country of Judah, the area to the south of Jerusalem. Alternate translation: “he traveled back to his hometown”
1:24	l034		rc://*/ta/man/translate/grammar-connect-time-sequential	δὲ	And	1	The word **And** indicates that the events the story will now relate came after the events it has just described. Alternate translation: “Then”
1:24	cda2		rc://*/ta/man/translate/figs-idiom	μετὰ δὲ ταύτας τὰς ἡμέρας	And after these days	1	Here, Luke uses the term **days** to refer to a particular period of time, specifically, the time when Zechariah was serving in the temple. Alternate translation: “after Zechariah had finished serving at the temple”
1:24	kpw1		rc://*/ta/man/translate/figs-explicit	περιέκρυβεν ἑαυτὴν μῆνας πέντε	for five months she hid herself	1	This expression means that Elizabeth did not leave her house during that time. She seems to state the reason for this in the next verse. She had felt disgraced because she was not able to have children. But if she stayed in her house for **five months**, the next time people saw her, her pregnancy would show, and it would be clear that she was able to have children. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “She did not leave her house for five months so that by the next time people saw her, it would be clear that she was going to have a baby”
1:25	w8yq		rc://*/ta/man/translate/figs-exclamations	οὕτως μοι πεποίηκεν Κύριος	Thus the Lord has done for me	1	This is a positive exclamation. Elizabeth is very happy with what the Lord has done for her. If it would be helpful in your language, you could show this by making it a separate sentence and indicating with the conventions of your language that it is an exclamation. Alternate translation: “What a marvelous thing the Lord has done for me”
1:25	z1xr		rc://*/ta/man/translate/figs-explicit	οὕτως μοι πεποίηκεν Κύριος	Thus the Lord has done for me	1	It is implicit that Elizabeth is referring to the fact that the **Lord** has allowed her to become pregnant. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “What a marvelous thing the Lord has done for me by allowing me to become pregnant”
1:25	pn2a		rc://*/ta/man/translate/figs-idiom	ἐπεῖδεν	he looked upon {me	1	Here, the expression **looked upon** is an idiom that means “shown regard for” or “treated well.” Alternate translation: “he treated me kindly”
1:25	lx3p		rc://*/ta/man/translate/figs-explicit	ἀφελεῖν ὄνειδός μου ἐν ἀνθρώποις	to take away my disgrace among men	1	By **disgrace**, Elizabeth means the shame she felt because she was not able to have children. Alternate translation: “so that I no longer have to feel ashamed when I am around other people because I cannot have children”
1:26	v9w2		rc://*/ta/man/translate/figs-explicit	ἐν & τῷ μηνὶ τῷ ἕκτῳ	in the sixth month	1	Luke assumes that readers will recognize that this does not mean the **sixth month** of the year, but the **sixth month** of Elizabeth’s pregnancy. If you think there could be some confusion about this, you could state that explicitly. Alternate translation: “after Elizabeth had been pregnant for six months”
1:26	l035		rc://*/ta/man/translate/translate-ordinal	τῷ μηνὶ τῷ ἕκτῳ	the sixth month	1	If your language does not use ordinal numbers, you can use a cardinal number here. Alternate translation: “month 6”
1:26	rl4c		rc://*/ta/man/translate/figs-activepassive	ἀπεστάλη ὁ ἄγγελος Γαβριὴλ ἀπὸ τοῦ Θεοῦ	the angel Gabriel was sent from God	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “God sent the angel Gabriel”
1:27	l038		rc://*/ta/man/translate/writing-participants	ἀνδρὶ, ᾧ ὄνομα Ἰωσὴφ	to a man whose name {was} Joseph	1	This introduces **Joseph** as a new character in the story. If your language has an expression of its own that serves this purpose, you could use it here.
1:27	tzh2		rc://*/ta/man/translate/figs-metaphor	ἐξ οἴκου Δαυεὶδ	of the house of David	1	In this expression, the word **house** describes all the people descended from a particular person. The term views all of those descendants as if they were one household living together. Alternate translation: “who was a descendant of King David”
1:27	l040		rc://*/ta/man/translate/writing-background	ἐξ οἴκου Δαυεὶδ	of the house of David	1	This is background information that helps identify Joseph further. It is important for readers to know because it means that as [1:32](../01/32.md) indicates, Jesus, as the adoptive son of Joseph, will be an eligible successor to King David as the Messiah. Alternate translation: “who came from the royal line of David”
1:27	w9tm		rc://*/ta/man/translate/writing-participants	τὸ ὄνομα τῆς παρθένου Μαριάμ	the name of the virgin {was} Mary	1	This introduces **Mary** as a new character in the story. If your language has an expression of its own that serves this purpose, you could use it here.
1:28	i7h4		rc://*/ta/man/translate/figs-idiom	χαῖρε	Rejoice	1	The word **Rejoice** was used as a greeting. Alternate translation: “Greetings”
1:28	bp2n			κεχαριτωμένη	favored one	1	Alternate translation: “you who have received great grace” or “you who have received special kindness”
1:28	jmq9		rc://*/ta/man/translate/figs-idiom	ὁ Κύριος μετὰ σοῦ	The Lord {is} with you	1	The expression **with you** is an idiom that indicates favor and acceptance. Alternate translation: “The Lord is pleased with you”
1:29	l042		rc://*/ta/man/translate/figs-metonymy	ἐπὶ τῷ λόγῳ	by the words	1	Luke is using the term **words** to mean what Gabriel said by using words. Alternate translation: “by what he said” or “when he said this”
1:29	ytx7			διελογίζετο ποταπὸς εἴη ὁ ἀσπασμὸς οὗτος	she was considering what kind of greeting this might be	1	Alternate translation: “she wondered why an angel would greet her in this way”
1:30	l043		rc://*/ta/man/translate/grammar-connect-logic-result	μὴ φοβοῦ, Μαριάμ; εὗρες γὰρ χάριν παρὰ τῷ Θεῷ	Do not be afraid, Mary, for you have found favor with God	1	If it would be helpful in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the action that the first phrase describes. Alternate translation: “God is showing you his kindness, Mary, so you do not need to be afraid”
